Time,Bid,Ask
2013.03.13 00:00:00.877,0.87418,0.87434
2013.03.13 00:00:02.786,0.87417,0.87433
2013.03.13 00:00:02.967,0.87417,0.87433
2013.03.13 00:00:03.387,0.87417,0.87433
2013.03.13 00:00:03.567,0.87417,0.87433
2013.03.13 00:00:04.088,0.87419,0.87434
2013.03.13 00:00:06.759,0.87417,0.87434
2013.03.13 00:00:09.290,0.87417,0.87434
2013.03.13 00:00:09.907,0.87417,0.87433
2013.03.13 00:00:09.968,0.87416,0.87433
2013.03.13 00:00:10.327,0.87417,0.87434
2013.03.13 00:00:10.928,0.87417,0.87433
2013.03.13 00:00:13.958,0.87412,0.87428
2013.03.13 00:00:14.079,0.87412,0.87428
2013.03.13 00:00:14.880,0.87409,0.87427
2013.03.13 00:00:20.109,0.87408,0.87426
2013.03.13 00:00:23.408,0.87408,0.87426
2013.03.13 00:00:29.110,0.87408,0.87426
2013.03.13 00:00:29.839,0.87408,0.87426
2013.03.13 00:00:36.289,0.87408,0.87426
2013.03.13 00:00:41.669,0.87408,0.87426
2013.03.13 00:00:42.220,0.87408,0.87426
2013.03.13 00:00:43.030,0.87408,0.87426
2013.03.13 00:00:43.698,0.87408,0.87426
2013.03.13 00:00:45.557,0.87412,0.87429
2013.03.13 00:00:46.079,0.87408,0.87426
2013.03.13 00:00:46.441,0.87407,0.87422
2013.03.13 00:00:46.989,0.87403,0.87421
2013.03.13 00:00:47.300,0.87403,0.87421
2013.03.13 00:00:47.809,0.87404,0.87421
2013.03.13 00:00:49.999,0.87408,0.87426
2013.03.13 00:01:00.244,0.8741,0.87426
2013.03.13 00:01:01.850,0.87409,0.87427
2013.03.13 00:01:02.849,0.87409,0.87425
2013.03.13 00:01:04.609,0.8741,0.87425
2013.03.13 00:01:04.912,0.8741,0.87426
2013.03.13 00:01:05.762,0.87407,0.87425
2013.03.13 00:01:05.846,0.87408,0.87422
2013.03.13 00:01:06.822,0.87402,0.87421
2013.03.13 00:01:07.340,0.87402,0.87418
2013.03.13 00:01:07.958,0.87402,0.87418
2013.03.13 00:01:13.011,0.87401,0.87417
2013.03.13 00:01:14.370,0.87401,0.87417
2013.03.13 00:01:14.871,0.87402,0.87417
2013.03.13 00:01:16.541,0.87402,0.87418
2013.03.13 00:01:17.090,0.87403,0.87421
2013.03.13 00:01:18.439,0.87402,0.8742
2013.03.13 00:01:18.761,0.87401,0.87416
2013.03.13 00:01:18.891,0.87398,0.87413
2013.03.13 00:01:19.080,0.87397,0.87413
2013.03.13 00:01:19.331,0.87397,0.87413
2013.03.13 00:01:19.904,0.87397,0.87413
2013.03.13 00:01:21.399,0.87397,0.87412
2013.03.13 00:01:21.518,0.87397,0.87412
2013.03.13 00:01:21.829,0.874,0.87417
2013.03.13 00:01:21.959,0.87401,0.87418
2013.03.13 00:01:23.128,0.87401,0.87418
2013.03.13 00:01:24.429,0.87403,0.87419
2013.03.13 00:01:27.599,0.87401,0.87417
2013.03.13 00:01:27.669,0.874,0.87417
2013.03.13 00:01:28.031,0.87399,0.87416
2013.03.13 00:01:28.342,0.87397,0.87411
2013.03.13 00:01:28.666,0.87398,0.87411
2013.03.13 00:01:29.659,0.87398,0.87411
2013.03.13 00:01:30.208,0.87397,0.87412
2013.03.13 00:01:31.729,0.87397,0.87413
2013.03.13 00:01:32.081,0.87397,0.87413
2013.03.13 00:01:32.760,0.87397,0.87413
2013.03.13 00:01:37.549,0.87398,0.87412
2013.03.13 00:01:38.315,0.87398,0.87412
2013.03.13 00:01:38.888,0.87398,0.87412
2013.03.13 00:01:40.911,0.87398,0.87412
2013.03.13 00:01:41.758,0.87399,0.87416
