Time,Bid,Ask
2013.03.13 00:00:02.037,1.05957,1.05981
2013.03.13 00:00:03.480,1.05958,1.05981
2013.03.13 00:00:04.255,1.0596,1.05981
2013.03.13 00:00:05.062,1.05959,1.05981
2013.03.13 00:00:13.018,1.0596,1.05981
2013.03.13 00:00:13.576,1.05959,1.05981
2013.03.13 00:00:14.121,1.05958,1.05981
2013.03.13 00:00:14.896,1.05959,1.05981
2013.03.13 00:00:23.116,1.0596,1.05981
2013.03.13 00:00:23.296,1.0596,1.05984
2013.03.13 00:00:26.856,1.0596,1.05988
2013.03.13 00:00:27.036,1.05965,1.05988
2013.03.13 00:00:27.903,1.05964,1.05988
2013.03.13 00:00:28.527,1.05966,1.05988
2013.03.13 00:00:36.712,1.05965,1.05988
2013.03.13 00:00:39.936,1.05965,1.0599
2013.03.13 00:00:43.166,1.05965,1.0599
2013.03.13 00:00:43.340,1.05967,1.0599
2013.03.13 00:00:43.647,1.05967,1.0599
2013.03.13 00:00:44.019,1.05965,1.0599
2013.03.13 00:00:44.136,1.05965,1.0599
2013.03.13 00:00:45.530,1.05965,1.0599
2013.03.13 00:00:45.597,1.05964,1.0599
2013.03.13 00:00:46.102,1.05964,1.0599
2013.03.13 00:00:46.828,1.05964,1.0599
2013.03.13 00:00:49.080,1.05964,1.0599
2013.03.13 00:00:58.466,1.05965,1.05989
2013.03.13 00:01:02.056,1.05961,1.05984
2013.03.13 00:01:02.357,1.05961,1.05984
2013.03.13 00:01:02.477,1.05961,1.05986
2013.03.13 00:01:02.936,1.0596,1.05986
2013.03.13 00:01:03.380,1.05962,1.05986
2013.03.13 00:01:03.449,1.05962,1.05986
2013.03.13 00:01:04.444,1.05962,1.05986
2013.03.13 00:01:05.758,1.05962,1.05986
2013.03.13 00:01:05.841,1.0596,1.05986
2013.03.13 00:01:06.927,1.0596,1.05986
2013.03.13 00:01:07.601,1.05962,1.05986
2013.03.13 00:01:07.987,1.05965,1.05988
2013.03.13 00:01:08.167,1.05966,1.05991
2013.03.13 00:01:08.227,1.05967,1.05991
2013.03.13 00:01:08.547,1.05967,1.05991
2013.03.13 00:01:10.616,1.05967,1.05991
2013.03.13 00:01:16.296,1.05968,1.05993
2013.03.13 00:01:16.797,1.05969,1.05993
2013.03.13 00:01:18.720,1.05967,1.05991
2013.03.13 00:01:19.384,1.05967,1.05991
2013.03.13 00:01:20.129,1.05967,1.05991
2013.03.13 00:01:21.576,1.05967,1.05991
2013.03.13 00:01:21.699,1.05967,1.05991
2013.03.13 00:01:24.035,1.05966,1.05988
2013.03.13 00:01:24.491,1.05966,1.05988
2013.03.13 00:01:25.022,1.05966,1.05988
2013.03.13 00:01:27.075,1.05962,1.05986
2013.03.13 00:01:42.778,1.05962,1.05986
2013.03.13 00:01:42.847,1.05966,1.05988
