Time,Bid,Ask
2013.03.26 00:00:00.271,1.2857,1.28574
2013.03.26 00:00:00.632,1.28567,1.28571
2013.03.26 00:00:01.180,1.28566,1.2857
2013.03.26 00:00:01.483,1.28564,1.28567
2013.03.26 00:00:01.730,1.28561,1.28564
2013.03.26 00:00:01.910,1.28561,1.28564
2013.03.26 00:00:02.270,1.28562,1.28569
2013.03.26 00:00:03.081,1.28568,1.2857
2013.03.26 00:00:03.154,1.28568,1.28572
2013.03.26 00:00:03.582,1.28568,1.28574
2013.03.26 00:00:03.640,1.28569,1.28574
2013.03.26 00:00:04.056,1.2857,1.28575
2013.03.26 00:00:04.600,1.28574,1.28578
2013.03.26 00:00:07.331,1.28575,1.28579
2013.03.26 00:00:07.510,1.28575,1.2858
2013.03.26 00:00:08.560,1.28575,1.2858
2013.03.26 00:00:09.470,1.28576,1.2858
2013.03.26 00:00:10.360,1.28575,1.2858
2013.03.26 00:00:11.500,1.28575,1.2858
2013.03.26 00:00:13.083,1.28575,1.2858
2013.03.26 00:00:13.211,1.28574,1.28578
2013.03.26 00:00:13.751,1.28576,1.2858
2013.03.26 00:00:14.231,1.28576,1.2858
2013.03.26 00:00:14.411,1.28574,1.28576
2013.03.26 00:00:14.960,1.28574,1.2858
2013.03.26 00:00:15.821,1.28574,1.2858
2013.03.26 00:00:17.450,1.28575,1.2858
2013.03.26 00:00:18.460,1.28575,1.2858
2013.03.26 00:00:19.320,1.28575,1.2858
2013.03.26 00:00:20.431,1.28576,1.2858
2013.03.26 00:00:21.333,1.28572,1.2858
2013.03.26 00:00:21.580,1.28575,1.2858
2013.03.26 00:00:21.761,1.28577,1.28582
2013.03.26 00:00:22.062,1.2858,1.28585
2013.03.26 00:00:22.180,1.28581,1.28584
2013.03.26 00:00:22.420,1.28583,1.28588
2013.03.26 00:00:22.552,1.28584,1.28588
2013.03.26 00:00:23.091,1.28584,1.28588
2013.03.26 00:00:23.640,1.28583,1.28589
2013.03.26 00:00:25.091,1.28584,1.2859
2013.03.26 00:00:25.511,1.28585,1.28589
2013.03.26 00:00:32.052,1.28583,1.28588
2013.03.26 00:00:35.813,1.28583,1.28588
2013.03.26 00:00:40.191,1.28582,1.28588
2013.03.26 00:00:41.481,1.28584,1.28589
2013.03.26 00:00:41.901,1.28585,1.2859
2013.03.26 00:00:43.083,1.28585,1.28589
2013.03.26 00:00:43.632,1.28585,1.28589
2013.03.26 00:00:43.992,1.28586,1.2859
2013.03.26 00:00:45.210,1.28587,1.2859
