Time,Bid,Ask
2013.03.27 00:00:02.076,1.28609,1.28613
2013.03.27 00:00:03.320,1.28609,1.28615
2013.03.27 00:00:03.626,1.28611,1.28615
2013.03.27 00:00:03.806,1.28612,1.28617
2013.03.27 00:00:04.346,1.28612,1.28617
2013.03.27 00:00:04.536,1.28613,1.28617
2013.03.27 00:00:05.100,1.28613,1.28617
2013.03.27 00:00:08.056,1.28613,1.28617
2013.03.27 00:00:09.766,1.28613,1.28617
2013.03.27 00:00:11.947,1.28613,1.28617
2013.03.27 00:00:12.328,1.28613,1.28615
2013.03.27 00:00:12.886,1.28611,1.28615
2013.03.27 00:00:13.996,1.28612,1.28615
2013.03.27 00:00:14.558,1.28612,1.28615
2013.03.27 00:00:21.036,1.28613,1.28617
2013.03.27 00:00:23.006,1.28613,1.28617
2013.03.27 00:00:25.305,1.28613,1.28618
2013.03.27 00:00:26.405,1.28613,1.28618
2013.03.27 00:00:27.645,1.28614,1.2862
2013.03.27 00:00:28.396,1.28614,1.28621
2013.03.27 00:00:28.956,1.28615,1.28621
2013.03.27 00:00:29.076,1.28616,1.28622
2013.03.27 00:00:29.646,1.28616,1.28622
2013.03.27 00:00:30.355,1.28616,1.28621
2013.03.27 00:00:30.990,1.28616,1.28621
2013.03.27 00:00:35.006,1.28616,1.2862
2013.03.27 00:00:35.556,1.28616,1.28622
2013.03.27 00:00:37.227,1.28616,1.28621
2013.03.27 00:00:37.766,1.28615,1.28621
2013.03.27 00:00:38.197,1.28615,1.28621
2013.03.27 00:00:41.098,1.28615,1.28621
2013.03.27 00:00:41.637,1.28617,1.28621
2013.03.27 00:00:41.819,1.28621,1.28624
2013.03.27 00:00:41.937,1.28622,1.28628
2013.03.27 00:00:42.179,1.28624,1.28629
2013.03.27 00:00:42.715,1.28625,1.28635
2013.03.27 00:00:49.658,1.28625,1.28631
2013.03.27 00:00:50.927,1.28624,1.28629
2013.03.27 00:00:53.457,1.28624,1.28629
2013.03.27 00:00:53.517,1.28624,1.28629
2013.03.27 00:00:54.074,1.28622,1.28628
2013.03.27 00:00:54.437,1.28621,1.28626
2013.03.27 00:00:54.557,1.28621,1.28626
2013.03.27 00:00:56.886,1.28621,1.28625
2013.03.27 00:00:57.247,1.28621,1.28628
2013.03.27 00:00:57.367,1.28622,1.28629
2013.03.27 00:00:58.087,1.28623,1.28629
2013.03.27 00:00:58.506,1.28622,1.28627
2013.03.27 00:00:59.056,1.28622,1.28627
2013.03.27 00:01:00.776,1.28623,1.2863
2013.03.27 00:01:01.317,1.28624,1.2863
2013.03.27 00:01:01.556,1.28624,1.28629
2013.03.27 00:01:01.797,1.28624,1.2863
2013.03.27 00:01:01.856,1.28626,1.28631
2013.03.27 00:01:02.428,1.28626,1.28632
2013.03.27 00:01:02.967,1.28627,1.28632
2013.03.27 00:01:03.337,1.28625,1.28632
2013.03.27 00:01:05.502,1.28625,1.28631
2013.03.27 00:01:06.028,1.28626,1.28631
2013.03.27 00:01:06.147,1.28627,1.28632
2013.03.27 00:01:06.689,1.28628,1.28634
2013.03.27 00:01:06.807,1.28629,1.28636
2013.03.27 00:01:06.929,1.28631,1.28637
2013.03.27 00:01:07.348,1.28634,1.28639
2013.03.27 00:01:07.887,1.28635,1.2864
2013.03.27 00:01:08.067,1.28636,1.2864
2013.03.27 00:01:08.248,1.28639,1.28644
2013.03.27 00:01:08.369,1.28639,1.28644
2013.03.27 00:01:08.618,1.2864,1.28644
2013.03.27 00:01:08.738,1.2864,1.28644
2013.03.27 00:01:09.278,1.28639,1.28643
2013.03.27 00:01:09.459,1.28636,1.28644
2013.03.27 00:01:10.552,1.28636,1.2864
2013.03.27 00:01:12.407,1.28635,1.28641
2013.03.27 00:01:12.947,1.28636,1.28642
2013.03.27 00:01:13.548,1.28635,1.28641
2013.03.27 00:01:14.337,1.28635,1.28638
2013.03.27 00:01:15.107,1.28635,1.28637
2013.03.27 00:01:15.183,1.28633,1.28638
2013.03.27 00:01:15.688,1.28632,1.28637
2013.03.27 00:01:17.157,1.28631,1.28636
2013.03.27 00:01:17.791,1.28628,1.28633
2013.03.27 00:01:18.326,1.28628,1.28632
2013.03.27 00:01:21.619,1.2863,1.28633
2013.03.27 00:01:21.938,1.2863,1.28635
2013.03.27 00:01:22.058,1.28631,1.28635
2013.03.27 00:01:23.069,1.28631,1.28636
2013.03.27 00:01:23.138,1.28632,1.28636
2013.03.27 00:01:23.257,1.28633,1.28636
2013.03.27 00:01:23.498,1.28633,1.28638
2013.03.27 00:01:23.678,1.28634,1.28638
2013.03.27 00:01:24.769,1.28635,1.28639
2013.03.27 00:01:24.898,1.28638,1.28642
2013.03.27 00:01:25.018,1.28637,1.28644
2013.03.27 00:01:25.447,1.28639,1.28644
2013.03.27 00:01:26.057,1.28639,1.28644
2013.03.27 00:01:27.750,1.28639,1.28643
2013.03.27 00:01:27.939,1.28638,1.28646
2013.03.27 00:01:28.008,1.28641,1.28644
2013.03.27 00:01:28.368,1.28641,1.28645
2013.03.27 00:01:29.071,1.28642,1.28645
2013.03.27 00:01:29.152,1.2864,1.28645
2013.03.27 00:01:29.517,1.28638,1.28644
2013.03.27 00:01:30.026,1.28639,1.28644
2013.03.27 00:01:36.387,1.28639,1.28644
2013.03.27 00:01:37.137,1.28639,1.28644
2013.03.27 00:01:38.457,1.28639,1.28645
2013.03.27 00:01:39.047,1.28638,1.28645
2013.03.27 00:01:39.778,1.28638,1.28644
2013.03.27 00:01:42.748,1.28638,1.28643
2013.03.27 00:01:44.228,1.28638,1.28643
2013.03.27 00:01:46.847,1.28637,1.28642
2013.03.27 00:01:52.077,1.28637,1.28643
2013.03.27 00:01:52.608,1.28637,1.28642
2013.03.27 00:01:55.947,1.28638,1.28642
2013.03.27 00:01:56.460,1.28638,1.28642
2013.03.27 00:01:56.768,1.28636,1.2864
2013.03.27 00:01:57.529,1.28636,1.2864
2013.03.27 00:01:57.948,1.28637,1.28642
2013.03.27 00:01:58.513,1.28637,1.28642
2013.03.27 00:02:01.589,1.28638,1.28643
2013.03.27 00:02:01.650,1.28641,1.28643
2013.03.27 00:02:01.900,1.28641,1.28645
2013.03.27 00:02:01.969,1.28642,1.28646
2013.03.27 00:02:02.329,1.28643,1.28646
2013.03.27 00:02:02.577,1.28642,1.28648
2013.03.27 00:02:02.758,1.28643,1.28648
2013.03.27 00:02:02.819,1.28644,1.28648
2013.03.27 00:02:03.329,1.28646,1.28652
2013.03.27 00:02:05.398,1.28646,1.28652
2013.03.27 00:02:05.516,1.28646,1.2865
2013.03.27 00:02:06.066,1.28646,1.2865
2013.03.27 00:02:10.578,1.28646,1.2865
2013.03.27 00:02:11.385,1.28645,1.2865
2013.03.27 00:02:14.170,1.28645,1.2865
2013.03.27 00:02:24.788,1.28645,1.2865
2013.03.27 00:02:25.289,1.28645,1.28649
2013.03.27 00:02:25.597,1.28646,1.2865
2013.03.27 00:02:30.267,1.28644,1.28649
2013.03.27 00:02:30.598,1.28644,1.28649
2013.03.27 00:02:31.329,1.28644,1.28649
2013.03.27 00:02:31.397,1.28643,1.28647
2013.03.27 00:02:31.578,1.28641,1.28645
2013.03.27 00:02:31.938,1.28641,1.28645
2013.03.27 00:02:32.357,1.2864,1.28645
2013.03.27 00:02:32.869,1.28639,1.28644
2013.03.27 00:02:33.180,1.28639,1.28644
2013.03.27 00:02:33.727,1.2864,1.28643
2013.03.27 00:02:33.848,1.2864,1.28644
2013.03.27 00:02:34.029,1.28642,1.28644
2013.03.27 00:02:34.098,1.28642,1.28644
2013.03.27 00:02:34.157,1.28644,1.28649
2013.03.27 00:02:34.277,1.28644,1.28649
2013.03.27 00:02:40.751,1.28644,1.28649
2013.03.27 00:02:40.997,1.28642,1.28648
2013.03.27 00:02:41.420,1.2864,1.28645
2013.03.27 00:02:41.538,1.2864,1.28645
2013.03.27 00:02:42.276,1.2864,1.28645
2013.03.27 00:02:42.828,1.28638,1.28643
2013.03.27 00:02:48.159,1.28638,1.28641
2013.03.27 00:02:48.229,1.28638,1.28641
2013.03.27 00:02:48.359,1.28636,1.2864
2013.03.27 00:02:48.538,1.28635,1.28639
2013.03.27 00:02:48.657,1.28634,1.28639
2013.03.27 00:02:54.048,1.28635,1.2864
2013.03.27 00:02:54.109,1.28636,1.28641
2013.03.27 00:02:54.629,1.28637,1.28642
2013.03.27 00:02:55.882,1.28637,1.28642
2013.03.27 00:02:56.574,1.28637,1.28642
2013.03.27 00:03:13.487,1.28637,1.28642
2013.03.27 00:03:16.452,1.28638,1.28643
2013.03.27 00:03:16.997,1.28638,1.28643
2013.03.27 00:03:17.437,1.28638,1.28643
2013.03.27 00:03:17.987,1.28638,1.28643
2013.03.27 00:03:20.078,1.28639,1.28643
2013.03.27 00:03:35.767,1.28639,1.28643
2013.03.27 00:03:47.591,1.28638,1.28642
2013.03.27 00:04:11.458,1.28639,1.28644
2013.03.27 00:04:11.699,1.28643,1.28647
2013.03.27 00:04:11.999,1.28643,1.28647
2013.03.27 00:04:12.067,1.28643,1.28649
2013.03.27 00:04:12.128,1.28643,1.28649
2013.03.27 00:04:12.248,1.28645,1.28649
2013.03.27 00:04:12.547,1.28646,1.28651
2013.03.27 00:04:12.858,1.28645,1.28651
2013.03.27 00:04:16.588,1.28646,1.28652
2013.03.27 00:04:17.008,1.28649,1.28654
2013.03.27 00:04:17.187,1.28649,1.28654
2013.03.27 00:04:17.747,1.28649,1.28654
2013.03.27 00:04:22.247,1.28649,1.28654
2013.03.27 00:04:25.757,1.28649,1.28653
2013.03.27 00:04:26.307,1.28649,1.28653
2013.03.27 00:04:33.818,1.28649,1.28653
2013.03.27 00:04:34.558,1.28649,1.28652
2013.03.27 00:04:36.080,1.28649,1.28653
2013.03.27 00:04:36.627,1.28649,1.28654
2013.03.27 00:04:43.017,1.28648,1.28653
2013.03.27 00:04:43.529,1.28648,1.28653
2013.03.27 00:04:44.136,1.28648,1.28653
2013.03.27 00:04:46.167,1.28648,1.28652
2013.03.27 00:04:46.230,1.28647,1.28651
2013.03.27 00:04:46.777,1.28647,1.28651
2013.03.27 00:04:47.068,1.28646,1.28651
2013.03.27 00:04:56.787,1.28647,1.2865
2013.03.27 00:05:10.537,1.28646,1.2865
2013.03.27 00:05:11.546,1.28645,1.2865
2013.03.27 00:05:12.096,1.28646,1.2865
2013.03.27 00:05:14.820,1.28646,1.2865
2013.03.27 00:05:15.609,1.28645,1.28649
2013.03.27 00:05:16.166,1.28646,1.28649
2013.03.27 00:05:27.681,1.28645,1.2865
2013.03.27 00:05:32.520,1.28645,1.2865
2013.03.27 00:05:33.048,1.28645,1.2865
2013.03.27 00:05:33.719,1.28645,1.2865
2013.03.27 00:05:34.479,1.28644,1.28649
2013.03.27 00:05:34.996,1.28644,1.28648
2013.03.27 00:05:48.659,1.28643,1.28648
2013.03.27 00:05:48.788,1.28642,1.28647
2013.03.27 00:05:49.027,1.28639,1.28647
2013.03.27 00:05:49.146,1.28639,1.28646
2013.03.27 00:05:49.746,1.28639,1.28644
2013.03.27 00:05:54.097,1.28638,1.28644
2013.03.27 00:05:54.518,1.28637,1.28644
2013.03.27 00:05:54.638,1.28636,1.28643
2013.03.27 00:05:59.417,1.28636,1.28641
2013.03.27 00:05:59.538,1.28637,1.28642
2013.03.27 00:06:00.062,1.28638,1.28644
2013.03.27 00:06:02.557,1.2864,1.28643
2013.03.27 00:06:02.919,1.2864,1.28645
2013.03.27 00:06:03.746,1.28641,1.28645
2013.03.27 00:06:07.387,1.28644,1.28648
2013.03.27 00:06:07.458,1.28644,1.28648
2013.03.27 00:06:09.667,1.28644,1.28649
2013.03.27 00:06:15.496,1.28644,1.28648
2013.03.27 00:06:16.081,1.28644,1.28648
2013.03.27 00:06:16.343,1.28647,1.28649
2013.03.27 00:06:16.410,1.28648,1.28652
2013.03.27 00:06:16.481,1.28648,1.28653
2013.03.27 00:06:17.027,1.28647,1.28653
2013.03.27 00:06:20.577,1.28648,1.28652
2013.03.27 00:06:20.876,1.28646,1.28652
2013.03.27 00:06:21.097,1.28647,1.28652
2013.03.27 00:06:22.106,1.28646,1.28652
2013.03.27 00:06:25.147,1.28646,1.28652
2013.03.27 00:06:26.837,1.28646,1.28652
2013.03.27 00:06:30.217,1.28647,1.28652
2013.03.27 00:06:30.337,1.28645,1.2865
2013.03.27 00:06:30.398,1.28644,1.2865
2013.03.27 00:06:31.087,1.28644,1.28648
2013.03.27 00:06:32.786,1.28643,1.28647
2013.03.27 00:06:33.148,1.28642,1.28647
2013.03.27 00:06:33.509,1.2864,1.28645
2013.03.27 00:06:34.237,1.28639,1.28644
2013.03.27 00:06:34.567,1.28641,1.28645
2013.03.27 00:06:34.872,1.28644,1.28648
2013.03.27 00:06:35.237,1.28645,1.2865
2013.03.27 00:06:40.916,1.28645,1.2865
2013.03.27 00:06:51.906,1.28646,1.2865
2013.03.27 00:06:52.207,1.28644,1.28649
2013.03.27 00:06:52.749,1.28644,1.28649
2013.03.27 00:06:59.037,1.28644,1.28649
2013.03.27 00:06:59.218,1.28644,1.28648
2013.03.27 00:06:59.792,1.28644,1.28648
2013.03.27 00:07:00.342,1.28644,1.28649
2013.03.27 00:07:06.027,1.28644,1.2865
2013.03.27 00:07:07.797,1.28645,1.2865
2013.03.27 00:07:10.021,1.28644,1.2865
2013.03.27 00:07:11.041,1.28645,1.2865
2013.03.27 00:07:14.056,1.28645,1.2865
2013.03.27 00:07:16.950,1.28645,1.2865
2013.03.27 00:07:19.889,1.28646,1.28651
2013.03.27 00:07:20.448,1.28645,1.28651
2013.03.27 00:07:25.497,1.28646,1.28651
2013.03.27 00:07:27.497,1.28645,1.28651
2013.03.27 00:07:28.157,1.28645,1.28651
2013.03.27 00:07:30.656,1.28645,1.28651
2013.03.27 00:07:35.540,1.28645,1.28651
2013.03.27 00:07:36.113,1.28647,1.28652
2013.03.27 00:07:37.528,1.28647,1.28651
2013.03.27 00:07:37.648,1.28647,1.28651
2013.03.27 00:07:39.777,1.28646,1.2865
2013.03.27 00:07:39.957,1.28645,1.28648
2013.03.27 00:07:40.256,1.28644,1.28648
2013.03.27 00:07:40.681,1.28644,1.28648
2013.03.27 00:07:40.928,1.28642,1.28646
2013.03.27 00:07:41.229,1.28641,1.28645
2013.03.27 00:07:54.799,1.28642,1.28646
2013.03.27 00:07:54.989,1.28644,1.28647
2013.03.27 00:07:55.302,1.28646,1.2865
2013.03.27 00:07:55.668,1.28649,1.28651
